DATAFLOW,freq,indic_env,wst_oper,country_code,year,value,OBS_FLAG
ESTAT:ENV_WASFAC(1.0),A,FAC,DSP_OTH,NO,2004,0.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,DSP_OTH,NO,2006,0.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,DSP_OTH,NO,2008,0.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,DSP_OTH,SE,2004,72.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,DSP_OTH,SE,2006,26.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,DSP_OTH,SE,2008,44.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,EU27_2020,2006,4521.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,EU27_2020,2008,3280.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,EU27_2020,2010,,c
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,EU27_2020,2012,3473.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,EU27_2020,2014,3543.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,EU27_2020,2016,3294.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,EU27_2020,2018,2906.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,EU27_2020,2020,2759.0,s
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,EU28,2004,2805.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,EU28,2006,4883.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,EU28,2008,3780.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,EU28,2010,,c
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,EU28,2012,3500.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,EU28,2014,3572.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,EU28,2016,3331.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,EU28,2018,2946.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,FI,2004,26.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,FI,2006,23.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,FI,2010,64.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,FI,2012,53.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,FI,2014,53.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,FI,2018,54.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,NO,2004,23.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,NO,2006,28.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,NO,2008,26.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,NO,2010,22.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,NO,2012,25.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,NO,2014,20.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,NO,2016,19.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,NO,2018,19.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,NO,2020,17.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,SE,2004,261.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,SE,2006,360.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,SE,2008,82.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,SE,2010,65.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,SE,2012,80.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,SE,2014,92.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,SE,2016,118.0,e
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,SE,2018,115.0,e
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_E,SE,2020,107.0,e
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R,EU27_2020,2010,24891.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R,EU27_2020,2012,25990.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R,EU27_2020,2014,29227.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R,EU27_2020,2016,29813.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R,EU27_2020,2018,33341.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R,EU27_2020,2020,200225.0,s
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R,EU28,2010,43744.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R,EU28,2012,28527.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R,EU28,2014,31887.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R,EU28,2016,32513.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R,EU28,2018,36121.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R,FI,2010,420.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R,FI,2012,472.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R,FI,2014,495.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R,FI,2018,326.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R,NO,2010,115.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R,NO,2012,146.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R,NO,2014,138.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R,NO,2016,172.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R,NO,2018,188.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R,NO,2020,159.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R,SE,2010,7.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R,SE,2012,14.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R,SE,2014,359.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R,SE,2016,462.0,e
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R,SE,2018,436.0,e
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R,SE,2020,352.0,e
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,EU27_2020,2006,27064.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,EU27_2020,2008,26131.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,EU27_2020,2010,29901.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,EU27_2020,2012,30441.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,EU27_2020,2014,33344.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,EU27_2020,2016,34011.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,EU27_2020,2018,38824.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,EU27_2020,2020,206346.0,s
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,EU28,2004,29896.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,EU28,2006,53801.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,EU28,2008,53382.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,EU28,2010,50289.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,EU28,2012,33983.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,EU28,2014,36878.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,EU28,2016,37517.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,EU28,2018,42360.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,FI,2004,336.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,FI,2006,354.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,FI,2010,431.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,FI,2012,483.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,FI,2014,506.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,FI,2018,353.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,NO,2004,91.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,NO,2006,98.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,NO,2008,45.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,NO,2010,115.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,NO,2012,146.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,NO,2014,138.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,NO,2016,172.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,NO,2018,188.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,NO,2020,159.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,SE,2004,12924.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,SE,2006,502.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,SE,2008,285.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,SE,2010,1012.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,SE,2012,467.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,SE,2014,367.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,SE,2016,517.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,SE,2018,480.0,
ESTAT:ENV_WASFAC(1.0),A,FAC,RCV_R_B,SE,2020,418.0,
