DATAFLOW,freq,unit,hazard,nace_r2,waste,country_code,year,value,OBS_FLAG
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,AT,2010,1156321.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,AT,2012,857778.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,AT,2014,1091488.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,AT,2016,1082752.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,AT,2018,1151354.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,AT,2020,1093078.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,BA,2012,945923.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,BA,2014,8657.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,BA,2016,13292.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,BA,2018,14162.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,BA,2020,9928.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,BE,2010,4324124.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,BE,2012,2638436.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,BE,2014,2644026.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,BE,2016,3427727.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,BE,2018,3504262.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,BE,2020,3400112.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,BG,2010,13538943.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,BG,2012,13401150.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,BG,2014,12131988.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,BG,2016,13317184.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,BG,2018,13426195.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,BG,2020,13901173.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,CY,2010,37028.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,CY,2012,31069.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,CY,2014,170405.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,CY,2016,157346.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,CY,2018,221229.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,CY,2020,29630.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,CZ,2010,1152963.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,CZ,2012,1215242.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,CZ,2014,1004403.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,CZ,2016,953147.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,CZ,2018,1460377.0,b
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,CZ,2020,1607729.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,DE,2010,16361916.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,DE,2012,17216816.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,DE,2014,17155359.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,DE,2016,18094350.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,DE,2018,19158533.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,DE,2020,18237740.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,DK,2010,1062860.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,DK,2012,994835.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,DK,2014,1443632.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,DK,2016,1842879.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,DK,2018,1962473.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,DK,2020,1169081.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,EE,2010,8932805.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,EE,2012,9121565.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,EE,2014,10376716.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,EE,2016,9650052.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,EE,2018,10843594.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,EE,2020,1571973.0,b
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,EL,2010,290534.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,EL,2012,296283.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,EL,2014,216228.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,EL,2016,430018.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,EL,2018,540391.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,EL,2020,475328.0,p
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,ES,2010,2710946.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,ES,2012,2824923.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,ES,2014,2677362.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,ES,2016,2971192.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,ES,2018,2990347.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,ES,2020,3066353.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,EU27_2020,2010,82330000.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,EU27_2020,2012,78800000.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,EU27_2020,2014,78200000.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,EU27_2020,2016,83120000.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,EU27_2020,2018,89500000.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,EU27_2020,2020,82980000.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,EU28,2010,87320000.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,EU28,2012,84240000.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,EU28,2014,83430000.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,EU28,2016,88620000.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,EU28,2018,94870000.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,FI,2010,2315131.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,FI,2012,1514189.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,FI,2014,1823420.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,FI,2016,2071539.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,FI,2018,1436178.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,FI,2020,2930537.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,FR,2010,10373233.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,FR,2012,9783955.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,FR,2014,9281810.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,FR,2016,9536731.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,FR,2018,10617803.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,FR,2020,9585113.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,HR,2010,72508.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,HR,2012,117825.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,HR,2014,117944.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,HR,2016,157785.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,HR,2018,157674.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,HR,2020,169514.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,HU,2010,493970.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,HU,2012,559068.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,HU,2014,486329.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,HU,2016,404679.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,HU,2018,477108.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,HU,2020,563019.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,IE,2010,1957156.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,IE,2012,468816.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,IE,2014,459555.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,IE,2016,524308.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,IE,2018,526191.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,IE,2020,685038.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,IS,2010,8304.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,IS,2012,16263.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,IS,2014,36250.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,IS,2016,47715.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,IS,2018,32215.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,IS,2020,41459.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,IT,2010,7350448.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,IT,2012,6920457.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,IT,2014,6709096.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,IT,2016,7446914.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,IT,2018,7645756.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,IT,2020,7738475.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,LI,2010,8354.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,LI,2012,3642.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,LI,2014,5460.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,LI,2016,3537.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,LI,2018,2616.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,LI,2020,1066.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,LT,2010,94301.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,LT,2012,121140.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,LT,2014,144302.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,LT,2016,150430.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,LT,2018,159468.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,LT,2020,208980.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,LU,2010,360830.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,LU,2012,309029.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,LU,2014,232023.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,LU,2016,349075.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,LU,2018,423774.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,LU,2020,232930.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,LV,2010,66882.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,LV,2012,82613.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,LV,2014,72155.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,LV,2016,65909.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,LV,2018,66900.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,LV,2020,140746.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,ME,2012,209251.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,ME,2014,270794.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,ME,2016,326209.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,ME,2018,339474.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,ME,2020,343863.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,MK,2010,149534.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,MK,2012,678568.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,MK,2014,40777.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,MK,2016,56930.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,MK,2018,20425.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,MK,2020,418119.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,MT,2010,24201.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,MT,2012,37229.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,MT,2014,36231.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,MT,2016,133757.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,MT,2018,30043.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,MT,2020,39231.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,NL,2010,4291122.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,NL,2012,4624687.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,NL,2014,4570944.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,NL,2016,4842907.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,NL,2018,4647135.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,NL,2020,4613521.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,NO,2010,1763033.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,NO,2012,1357843.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,NO,2014,1592280.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,NO,2016,1621059.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,NO,2018,1562581.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,NO,2020,1751354.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,PL,2010,1401908.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,PL,2012,1648365.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,PL,2014,1580404.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,PL,2016,1756033.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,PL,2018,3644851.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,PL,2020,2123914.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,PT,2010,584167.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,PT,2012,544061.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,PT,2014,522369.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,PT,2016,551982.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,PT,2018,754808.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,PT,2020,635672.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,RO,2010,665629.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,RO,2012,624648.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,RO,2014,571975.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,RO,2016,603364.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,RO,2018,711524.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,RO,2020,748267.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,RS,2010,11161123.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,RS,2012,14457112.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,RS,2014,13474684.0,b
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,RS,2016,17228084.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,RS,2018,15352560.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,RS,2020,11345642.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,SE,2010,2246593.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,SE,2012,2440840.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,SE,2014,2249213.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,SE,2016,2039787.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,SE,2018,2424402.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,SE,2020,7491134.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,SI,2010,105232.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,SI,2012,102537.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,SI,2014,123090.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,SI,2016,121460.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,SI,2018,119742.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,SI,2020,127861.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,SK,2010,356800.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,SK,2012,298307.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,SK,2014,302938.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,SK,2016,438757.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,SK,2018,395149.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,SK,2020,396279.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,TR,2014,3432175.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,TR,2016,5550126.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,TR,2020,30646916.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,UK,2010,4992007.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,UK,2012,5445520.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,UK,2014,5232481.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,UK,2016,5495519.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,UK,2018,5764491.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,XK,2012,1347.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,XK,2014,495.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,XK,2016,33.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,XK,2018,261473.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,PRIM,XK,2020,2.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,SEC,AT,2010,316543.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,SEC,AT,2012,208110.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,SEC,AT,2014,180800.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,SEC,AT,2016,178201.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,SEC,AT,2018,162822.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,SEC,AT,2020,194029.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,SEC,BA,2012,0.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,SEC,BA,2014,46.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,SEC,BA,2016,0.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,SEC,BA,2018,0.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,SEC,BA,2020,15.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,SEC,BE,2010,443175.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,SEC,BE,2012,147315.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,SEC,BE,2014,317109.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,SEC,BE,2016,385151.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,SEC,BE,2018,411695.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,SEC,BE,2020,545467.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,SEC,BG,2010,14540.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,SEC,BG,2012,5892.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,SEC,BG,2014,74181.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,SEC,BG,2016,11253.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,SEC,BG,2018,5873.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,SEC,BG,2020,50682.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,SEC,CY,2010,283.0,
ESTAT:ENV_WASGEN(1.0),A,T,HAZ,TOTAL_HH,SEC,CY,2012,0.0,
